firstName,surname,id,team,season,jumperNumber,position,providerId,dateOfBirth,draftYear,heightInCm,weightInKg,recruitedFrom,debutYear,draftType,draftPosition,data_accessed
Sam,Reid,554,Sydney Swans,2022,20,KEY_FORWARD,CD_I290188,1991-12-27,2009,196,98,Wangaratta Rovers (Vic)/Murray U18,2010,nationalDraft,38,2022-10-24
Dane,Rampe,727,Sydney Swans,2022,24,KEY_DEFENDER,CD_I290307,1990-06-02,2013,188,91,Williamstown (VFL)/Eastern Suburbs (NSW)/Uni of NSW (NSW),2013,rookieElevation,90,2022-10-24
Luke,Parker,816,Sydney Swans,2022,26,MIDFIELDER,CD_I290778,1992-10-25,2010,183,88,Langwarrin (Vic)/Dandenong U18,2011,nationalDraft,40,2022-10-24
Robbie,Fox,1351,Sydney Swans,2022,42,MEDIUM_DEFENDER,CD_I291848,1993-04-16,2016,185,84,Burnie Dockers (Tas)/Coburg (VFL),2017,rookieElevation,34,2022-10-24
Harry,Cunningham,559,Sydney Swans,2022,7,MEDIUM_DEFENDER,CD_I291978,1993-12-06,2012,181,80,Turvey Park (NSW)/NSW-ACT U18/Wagga (NSW),2012,rookieElevation,107,2022-10-24
Tom,Hickey,815,Sydney Swans,2022,31,RUCK,CD_I294266,1991-03-06,2010,202,97,Morningside (Qld)/Gold Coast/St Kilda/West Coast,2011,zone,NA,2022-10-24
Callum,Sinclair,631,Sydney Swans,2022,18,RUCK,CD_I294737,1989-09-23,2014,199,98,Beaumaris (Vic)/Port Melb (VFL)/Subiaco (WAFL)/West Coast,2013,rookieElevation,NA,2022-10-24
Jake,Lloyd,844,Sydney Swans,2022,44,MEDIUM_DEFENDER,CD_I295342,1993-09-20,2014,180,80,Horsham Demons (Vic)/North Ballarat U18,2014,rookieElevation,NA,2022-10-24
Lewis,Taylor,133,Sydney Swans,2022,28,MIDFIELDER,CD_I296211,1995-02-17,2021,174,81,Terang-Mortlake (Vic)/Geelong U18/Brisbane,2014,rookieElevation,12,2022-10-24
Sam,Naismith,621,Sydney Swans,2022,10,RUCK,CD_I298144,1992-07-16,2015,205,110,North Shore (NSW),2014,rookieElevation,NA,2022-10-24
Paddy,McCartin,1041,Sydney Swans,2022,39,KEY_DEFENDER,CD_I298312,1996-04-19,2014,195,95,St Joseph&apos;s (Vic)/Geelong U18/St Kilda,2015,nationalDraft,1,2022-10-24
Isaac,Heeney,966,Sydney Swans,2022,5,MEDIUM_FORWARD,CD_I298539,1996-05-05,2014,185,87,Cardiff (NSW),2015,nationalDraft,18,2022-10-24
Callum,Mills,1133,Sydney Swans,2022,14,MIDFIELDER,CD_I993905,1997-04-02,2015,187,87,North Shore (NSW),2016,nationalDraft,3,2022-10-24
Ryan,Clarke,1011,Sydney Swans,2022,4,MEDIUM_FORWARD,CD_I996442,1997-06-17,2015,186,83,Rowville (Vic)/Melbourne Grammar (Vic)/Eastern U18/North Melb,2016,nationalDraft,31,2022-10-24
Lewis,Melican,1040,Sydney Swans,2022,43,KEY_DEFENDER,CD_I996743,1996-11-04,2017,194,100,Birregurra (Vic)/Geelong U18,2017,rookieElevation,NA,2022-10-24
Tom,Papley,1135,Sydney Swans,2022,11,MEDIUM_FORWARD,CD_I996765,1996-07-13,2016,177,80,Bunyip (Vic)/Gippsland U18,2016,rookieElevation,NA,2022-10-24
Will,Hayward,1413,Sydney Swans,2022,9,MEDIUM_FORWARD,CD_I997100,1998-10-26,2016,186,84,Walkerville (SA)/North Adelaide (SANFL),2017,nationalDraft,21,2022-10-24
Peter,Ladhams,1371,Sydney Swans,2022,19,RUCK,CD_I997142,1998-01-14,2021,202,101,Modbury (SA)/Norwood (SANFL)/Port Adelaide,2019,other,NA,2022-10-24
Colin,O'Riordan,977,Sydney Swans,2022,38,MEDIUM_DEFENDER,CD_I997842,1995-10-12,2017,186,87,County Tipperary (Ireland),2018,rookieElevation,NA,2022-10-24
Oliver,Florent,1363,Sydney Swans,2022,13,MEDIUM_DEFENDER,CD_I998103,1998-07-22,2016,184,81,Beaumaris (Vic)/Mentone Grammar (Vic)/Sandringham U18,2017,nationalDraft,11,2022-10-24
Lachie,Schultz,1803,Fremantle,2022,5,MEDIUM_FORWARD,CD_I1000860,1997-11-30,NA,178,84,NA,NA,NA,NA,2022-10-24
Lloyd,Meek,1560,Fremantle,2022,22,RUCK,CD_I1000980,1998-04-22,NA,203,110,NA,NA,NA,NA,2022-10-24
Andrew,Brayshaw,1684,Fremantle,2022,8,MIDFIELDER,CD_I1002232,1999-11-08,NA,185,86,NA,NA,NA,NA,2022-10-24
Mitch,Crowden,1561,Fremantle,2022,12,MIDFIELDER,CD_I1002353,1999-04-28,NA,175,83,NA,NA,NA,NA,2022-10-24
Luke,Valente,1918,Fremantle,2022,29,MIDFIELDER,CD_I1004850,2000-05-08,NA,186,85,NA,NA,NA,NA,2022-10-24
Liam,Henry,3716,Fremantle,2022,23,MIDFIELDER_FORWARD,CD_I1005988,2001-08-28,NA,180,75,NA,NA,NA,NA,2022-10-24
Jordan,Clark,1929,Fremantle,2022,6,MEDIUM_DEFENDER,CD_I1006152,2000-10-16,NA,185,84,NA,NA,NA,NA,2022-10-24
Hayden,Young,2284,Fremantle,2022,26,MEDIUM_DEFENDER,CD_I1009256,2001-04-11,NA,189,88,NA,NA,NA,NA,2022-10-24
Joel,Western,4058,Fremantle,2022,34,MEDIUM_FORWARD,CD_I1009401,2002-10-12,NA,175,70,NA,NA,NA,NA,2022-10-24
Brandon,Walker,4060,Fremantle,2022,31,MEDIUM_DEFENDER,CD_I1009410,2002-10-17,NA,186,80,NA,NA,NA,NA,2022-10-24
Caleb,Serong,2304,Fremantle,2022,3,MIDFIELDER,CD_I1009420,2001-02-09,NA,179,83,NA,NA,NA,NA,2022-10-24
Sebit,Kuek,6979,Fremantle,2022,43,KEY_FORWARD,CD_I1012048,2000-11-11,NA,199,83,NA,NA,NA,NA,2022-10-24
Josh,Treacy,2362,Fremantle,2022,35,KEY_FORWARD,CD_I1012819,2002-08-04,NA,195,98,NA,NA,NA,NA,2022-10-24
Nathan,O'Driscoll,4059,Fremantle,2022,30,MIDFIELDER,CD_I1013220,2002-05-17,NA,188,82,NA,NA,NA,NA,2022-10-24
Heath,Chapman,4061,Fremantle,2022,27,MEDIUM_DEFENDER,CD_I1013224,2002-01-31,NA,193,85,NA,NA,NA,NA,2022-10-24
Sam,Sturt,1806,Fremantle,2022,1,MEDIUM_FORWARD,CD_I1013611,2000-05-12,NA,190,81,NA,NA,NA,NA,2022-10-24
Matthew,Johnson,5679,Fremantle,2022,44,MIDFIELDER,CD_I1016825,2003-03-16,NA,192,78,NA,NA,NA,NA,2022-10-24
Neil,Erasmus,5681,Fremantle,2022,28,MIDFIELDER,CD_I1020250,2003-12-02,NA,190,83,NA,NA,NA,NA,2022-10-24
Jye,Amiss,5680,Fremantle,2022,24,KEY_FORWARD,CD_I1020594,2003-07-31,NA,196,83,NA,NA,NA,NA,2022-10-24
Karl,Worner,4905,Fremantle,2022,40,MIDFIELDER,CD_I1021015,2002-06-16,NA,188,79,NA,NA,NA,NA,2022-10-24
Eric,Benning,5682,Fremantle,2022,38,RUCK,CD_I1022889,2003-06-14,NA,195,83,NA,NA,NA,NA,2022-10-24
David,Mundy,116,Fremantle,2022,16,MIDFIELDER,CD_I240052,1985-07-20,2003,192,93,Seymour (Vic)/Murray U18,2005,nationalDraft,19,2022-10-24
Travis,Colyer,271,Fremantle,2022,33,MEDIUM_FORWARD,CD_I280988,1991-08-24,2009,173,74,Marist (WA)/Claremont (WAFL)/Essendon,2010,nationalDraft,26,2022-10-24
Michael,Walters,332,Fremantle,2022,10,MEDIUM_FORWARD,CD_I281007,1991-01-07,2008,176,79,Midvale (WA)/Swan Districts (WAFL),2009,nationalDraft,53,2022-10-24
Nat,Fyfe,349,Fremantle,2022,7,MIDFIELDER_FORWARD,CD_I291570,1991-09-18,2009,191,94,Lake Grace (WA)/Claremont (WAFL),2010,nationalDraft,20,2022-10-24
Matt,Taberner,178,Fremantle,2022,20,KEY_FORWARD,CD_I293854,1993-06-17,2013,198,99,Myrtleford (Vic)/Murray U18,2013,rookieElevation,70,2022-10-24
Nathan,Wilson,486,Fremantle,2022,14,MEDIUM_DEFENDER,CD_I294125,1993-01-07,2011,185,83,Mandurah Centrals (WA)/Peel Thunder (WAFL)/GWS,2012,other,NA,2022-10-24
James,Aish,136,Fremantle,2022,11,MIDFIELDER,CD_I295067,1995-11-08,NA,183,83,NA,NA,NA,NA,2022-10-24
Joel,Hamling,458,Fremantle,2022,21,KEY_DEFENDER,CD_I295222,1993-04-09,2011,194,92,Cable Beach (WA)/Claremont (WAFL)/Geelong List/WB,2015,nationalDraft,32,2022-10-24
Blake,Acres,683,Fremantle,2022,9,MIDFIELDER,CD_I296294,1995-10-07,NA,189,92,NA,NA,NA,NA,2022-10-24
Alex,Pearce,465,Fremantle,2022,25,KEY_DEFENDER,CD_I298409,1995-06-09,NA,201,99,NA,NA,NA,NA,2022-10-24
Connor,Blakely,863,Fremantle,2022,19,MIDFIELDER,CD_I298450,1996-03-02,NA,189,89,NA,NA,NA,NA,2022-10-24
Rory,Lobb,604,Fremantle,2022,37,KEY_FORWARD,CD_I990740,1993-02-09,NA,207,107,NA,NA,NA,NA,2022-10-24
Sam,Switkowski,1699,Fremantle,2022,39,MEDIUM_FORWARD,CD_I992059,1996-11-20,NA,179,74,NA,NA,NA,NA,2022-10-24
Darcy,Tucker,935,Fremantle,2022,18,MIDFIELDER_FORWARD,CD_I993816,1997-01-23,NA,185,85,NA,NA,NA,NA,2022-10-24
Ethan,Hughes,877,Fremantle,2022,15,MIDFIELDER,CD_I996580,1994-12-07,NA,188,88,NA,NA,NA,NA,2022-10-24
Brennan,Cox,1390,Fremantle,2022,36,KEY_DEFENDER,CD_I997033,1998-08-13,NA,195,100,NA,NA,NA,NA,2022-10-24
Griffin,Logue,1312,Fremantle,2022,2,KEY_DEFENDER,CD_I997933,1998-04-13,NA,194,98,NA,NA,NA,NA,2022-10-24
Will,Brodie,1397,Fremantle,2022,17,MIDFIELDER,CD_I998129,1998-08-23,NA,190,88,NA,NA,NA,NA,2022-10-24
Sean,Darcy,1392,Fremantle,2022,4,RUCK,CD_I998145,1998-06-12,NA,203,110,NA,NA,NA,NA,2022-10-24
Bailey,Banfield,1594,Fremantle,2022,41,MEDIUM_FORWARD,CD_I998180,1998-02-26,NA,190,88,NA,NA,NA,NA,2022-10-24
Luke,Ryan,1311,Fremantle,2022,13,MEDIUM_DEFENDER,CD_I998659,1996-02-06,NA,186,92,NA,NA,NA,NA,2022-10-24
Michael,Frederick,3718,Fremantle,2022,32,MEDIUM_FORWARD,CD_I999321,2000-05-17,NA,183,79,NA,NA,NA,NA,2022-10-24
Isaac,Cumming,1386,GWS Giants,2022,13,MEDIUM_DEFENDER,CD_I1001396,1998-08-11,2016,188,84,North Broken Hill (NSW)/North Adelaide (SANFL)/WSU (NEAFL),2018,nationalDraft,20,2022-10-24
Brent,Daniels,1740,GWS Giants,2022,16,MEDIUM_FORWARD,CD_I1002251,1999-03-09,2017,174,76,Nyah-Nyah West United (Vic)/Geelong Gram (Vic)/Bendigo U18,2018,nationalDraft,27,2022-10-24
Jarrod,Brander,1637,GWS Giants,2022,31,MIDFIELDER_FORWARD,CD_I1002300,1999-02-11,2017,197,97,Wentworth (NSW)/Geelong Gram (Vic)/Bendigo U18/West Coast,2018,nationalDraft,13,2022-10-24
Jacob,Wehr,4064,GWS Giants,2022,10,MIDFIELDER,CD_I1004530,1998-07-05,2021,184,75,Balaklava (SA)/Woodville-West Torrens (SANFL),2022,rookieElevation,28,2022-10-24
Sam,Taylor,1698,GWS Giants,2022,15,KEY_DEFENDER,CD_I1005247,1999-05-05,2017,196,95,Upper Swan (WA)/Guilford Grammar (WA)/Swan Dists (WAFL),2018,nationalDraft,28,2022-10-24
James,Peatling,2541,GWS Giants,2022,20,MEDIUM_FORWARD,CD_I1006013,2000-08-21,2021,185,78,Pennant Hills (NSW)/Sydney University (NSW)/GWS Giants (VFL),2021,other,8,2022-10-24
Xavier,O'Halloran,1821,GWS Giants,2022,33,MIDFIELDER,CD_I1006135,2000-07-11,2018,186,87,St Bernard&apos;s (Vic)/St Bernard&apos;s College (Vic)/Western U18,2020,nationalDraft,22,2022-10-24
Bobby,Hill,1835,GWS Giants,2022,37,MEDIUM_FORWARD,CD_I1006148,2000-02-09,2018,175,73,Northam Barons (WA)/Perth (WAFL),2019,nationalDraft,24,2022-10-24
Jake,Stein,1387,GWS Giants,2022,42,KEY_DEFENDER,CD_I1007238,1994-01-17,2019,195,96,St Dominic&apos;s College Penrith (NSW),2019,rookieElevation,15,2022-10-24
Connor,Idun,1812,GWS Giants,2022,39,MEDIUM_DEFENDER,CD_I1008083,2000-07-29,2018,191,91,Drysdale (Vic)/Christian College (Vic)/Geelong U18,2019,nationalDraft,61,2022-10-24
Jake,Riccardi,3723,GWS Giants,2022,26,KEY_FORWARD,CD_I1008123,1999-11-07,2019,195,97,St Bernard&apos;s (Vic)/St Bernard&apos;s Coll (Vic)/Calder U18/Werribee (VFL),2020,nationalDraft,51,2022-10-24
Kieren,Briggs,1811,GWS Giants,2022,32,RUCK,CD_I1008436,1999-10-06,2018,201,107,Pennant Hills (NSW),2021,nationalDraft,34,2022-10-24
Leek,Aleer,5686,GWS Giants,2022,21,KEY_DEFENDER,CD_I1008691,2001-08-21,2021,195,85,Angle Vale (SA)/Central District (SANFL),2022,nationalDraft,15,2022-10-24
Lachie,Ash,2524,GWS Giants,2022,7,MIDFIELDER,CD_I1009253,2001-06-21,2019,187,85,Shepparton Bears (Vic)/Notre Dame College (Vic)/Murray U18,2020,nationalDraft,4,2022-10-24
Tom,Green,2617,GWS Giants,2022,12,MIDFIELDER,CD_I1009528,2001-01-23,2019,192,92,Eastlake (ACT)/Marist College (ACT)/GWS (NEAFL),2020,nationalDraft,10,2022-10-24
Jack,Buckley,1591,GWS Giants,2022,44,KEY_DEFENDER,CD_I1009708,1997-12-17,2017,195,90,University of NSW-Eastern Suburbs (NSW),2020,other,NA,2022-10-24
Tanner,Bruhn,2542,GWS Giants,2022,5,MIDFIELDER_FORWARD,CD_I1012805,2002-05-27,2020,183,80,Newtown &amp; Chilwell (Vic)/Geelong Grammar (Vic)/Geelong U18,2021,nationalDraft,12,2022-10-24
Cameron,Fleeton,2384,GWS Giants,2022,29,KEY_DEFENDER,CD_I1012863,2002-06-17,2020,192,86,"Geelong West Giants (Vic)/St Joseph&apos;s Coll, Geel (Vic)/Geel U18",NA,nationalDraft,58,2022-10-24
Callum M.,Brown,1809,GWS Giants,2022,46,KEY_FORWARD,CD_I1014038,2000-08-15,2018,188,92,County Derry (Ireland),2021,other,NA,2022-10-24
Will,Shaw,2276,GWS Giants,2022,35,MEDIUM_FORWARD,CD_I1015688,2001-06-14,2020,181,71,Deniliquin (NSW)/Deniliquin High School (NSW)/Bendigo U18,NA,other,NA,2022-10-24
Ryan,Angwin,2724,GWS Giants,2022,9,MEDIUM_FORWARD,CD_I1015777,2002-12-12,2020,185,80,Foster (Vic)/Gippsland U18,2022,nationalDraft,18,2022-10-24
Conor,Stone,3030,GWS Giants,2022,18,MEDIUM_FORWARD,CD_I1015862,2002-04-22,2020,188,88,East Malvern (Vic)/St Kevin&apos;s College (Vic)/Oakleigh U18,2021,nationalDraft,15,2022-10-24
Wade,Derksen,2886,GWS Giants,2022,45,KEY_FORWARD,CD_I1016140,2001-06-01,NA,196,92,NA,NA,NA,NA,2022-10-24
Cooper,Hamilton,2444,GWS Giants,2022,43,MEDIUM_DEFENDER,CD_I1017093,2003-09-24,2021,184,85,Colbinabbin (Vic)/Caulfield Grammar (Vic)/Bendigo U18,2022,rookieElevation,13,2022-10-24
Josh,Fahey,4884,GWS Giants,2022,34,MEDIUM_DEFENDER,CD_I1017751,2003-11-11,2021,187,76,Queanbeyan (ACT),NA,nationalDraft,42,2022-10-24
Finn,Callaghan,5321,GWS Giants,2022,17,MIDFIELDER,CD_I1023266,2003-04-26,2021,192,86,Mordialloc-Braeside (Vic)/St Bede&apos;s College (Vic)/Sandringham U18,2022,nationalDraft,3,2022-10-24
Matt,de Boer,383,GWS Giants,2022,24,MEDIUM_FORWARD,CD_I271015,1990-03-10,2010,189,88,Swanbourne (WA)/Claremont (WAFL)/Fremantle,2009,rookieElevation,100,2022-10-24
Callan,Ward,457,GWS Giants,2022,8,MIDFIELDER,CD_I280109,1990-04-10,2007,187,83,Spotswood (Vic)/Western U18/Western Bulldogs,2008,nationalDraft,19,2022-10-24
Phil,Davis,466,GWS Giants,2022,1,KEY_DEFENDER,CD_I280804,1990-08-30,2008,197,94,St Peter&apos;s College (SA)/North Adelaide (SANFL)/Adelaide,2010,nationalDraft,10,2022-10-24
Lachlan,Keeffe,196,GWS Giants,2022,25,KEY_DEFENDER,CD_I290314,1990-04-14,2010,204,101,Marist College Brisbane (Qld)/Collingwood,2011,rookieElevation,92,2022-10-24
Daniel,Lloyd,943,GWS Giants,2022,38,MEDIUM_FORWARD,CD_I290675,1992-02-18,2015,187,83,Killarney Vale (NSW),2017,rookieElevation,26,2022-10-24
Adam,Kennedy,376,GWS Giants,2022,40,MEDIUM_DEFENDER,CD_I291509,1992-07-12,2011,184,80,Melton (Vic)/Western U18,2012,other,NA,2022-10-24
Stephen,Coniglio,215,GWS Giants,2022,3,MIDFIELDER_FORWARD,CD_I291969,1993-12-15,2011,182,84,Upper Swan (WA)/Swan Districts (WAFL),2012,nationalDraft,2,2022-10-24
Lachie,Whitfield,306,GWS Giants,2022,6,MIDFIELDER,CD_I294305,1994-07-18,2012,185,83,Mornington (Vic)/Dandenong U18,2013,nationalDraft,1,2022-10-24
Nick,Haynes,577,GWS Giants,2022,19,MEDIUM_DEFENDER,CD_I295265,1992-05-18,2011,193,90,Frankston Bombers (Vic)/Dandenong U18,2012,nationalDraft,7,2022-10-24
Toby,Greene,657,GWS Giants,2022,4,MEDIUM_FORWARD,CD_I295344,1993-09-25,2011,182,84,Ashburton (Vic)/Wesley College (Vic)/Oakleigh U18,2012,nationalDraft,11,2022-10-24
Jesse,Hogan,391,GWS Giants,2022,23,KEY_FORWARD,CD_I296324,1995-02-12,2013,195,102,Marist (WA)/Claremont (WAFL)/Melbourne/Fremantle,2015,other,2,2022-10-24
Josh,Kelly,528,GWS Giants,2022,22,MIDFIELDER,CD_I296347,1995-02-12,2013,182,83,East Brighton (Vic)/Sandringham U18,2014,nationalDraft,2,2022-10-24
Braydon,Preuss,1010,GWS Giants,2022,11,RUCK,CD_I992644,1995-06-16,2016,206,113,Surfers Paradise (Qld)/Townsville (Qld)/North Melb/Melbourne,2017,rookieElevation,NA,2022-10-24
Harry,Himmelberg,915,GWS Giants,2022,27,KEY_FORWARD,CD_I993107,1996-05-08,2015,195,94,Mangoplah-CUE (NSW)/NSW-ACT U18/Eastlake (NEAFL),2016,nationalDraft,16,2022-10-24
Matt,Flynn,866,GWS Giants,2022,30,RUCK,CD_I993902,1997-09-13,2015,201,102,Narrandera (NSW)/NSW-ACT U18,2021,nationalDraft,41,2022-10-24
Jacob,Hopper,918,GWS Giants,2022,2,MIDFIELDER,CD_I993903,1997-02-06,2015,187,88,Leeton-Whitton United (NSW)/North Ballarat U18,2016,nationalDraft,7,2022-10-24
Tim,Taranto,1395,GWS Giants,2022,14,MIDFIELDER_FORWARD,CD_I998172,1998-01-28,2016,188,87,Mordialloc Braeside (Vic)/St Kevin&apos;s College (Vic)/Sandr U18,2017,nationalDraft,2,2022-10-24
Harry,Perryman,1394,GWS Giants,2022,36,MIDFIELDER,CD_I998205,1998-12-19,2016,186,84,Collingullie-Glenfield Park (NSW)/NSW-ACT U18,2017,nationalDraft,14,2022-10-24
Zach,Sproule,1396,GWS Giants,2022,28,KEY_FORWARD,CD_I998225,1998-05-12,2020,198,94,Albury (NSW)/Murray U18/NSW-ACT U18,2019,rookieElevation,24,2022-10-24
Liam,Baker,1756,Richmond,2022,7,MEDIUM_DEFENDER,CD_I1000223,1998-01-27,2017,173,72,Lake Grace (WA)/West Perth (WAFL)/Subiaco (WAFL),2018,rookieElevation,18,2022-10-24
Matthew,Parker,1939,Richmond,2022,37,MEDIUM_FORWARD,CD_I1000267,1996-01-25,2018,188,80,Melville (WA)/South Frem (WAFL)/St Kilda/South Frem (WAFL),2019,nationalDraft,47,2022-10-24
Daniel,Rioli,919,Richmond,2022,17,MEDIUM_DEFENDER,CD_I1000981,1997-04-16,2015,179,77,St Mary&apos;s (NT)/East Point (Vic)/St Pat&apos;s Coll (Vic)/N Ball U18,2016,nationalDraft,15,2022-10-24
Noah,Balta,1755,Richmond,2022,21,KEY_DEFENDER,CD_I1002245,1999-10-23,2017,194,102,Essendon Doutta Stars (Vic)/Calder U18,2019,nationalDraft,25,2022-10-24
Ben,Miller,1572,Richmond,2022,46,KEY_DEFENDER,CD_I1002403,1999-08-31,2017,198,96,Railways Kalgoorlie (WA)/Subiaco (WAFL),2021,nationalDraft,63,2022-10-24
Sydney,Stack,1842,Richmond,2022,44,MEDIUM_FORWARD,CD_I1002583,2000-04-28,2018,179,78,Federals (WA)/Perth (WAFL),2019,preseason,NA,2022-10-24
Jack,Ross,1849,Richmond,2022,5,MIDFIELDER,CD_I1006133,2000-09-03,2018,187,87,Waverley Hawks (Vic)/Caulfield Grammar (Vic)/Oakleigh U18,2019,nationalDraft,43,2022-10-24
Bigoa,Nyuon,2252,Richmond,2022,47,KEY_DEFENDER,CD_I1006193,2001-05-18,2021,197,93,Rowville (Vic)/Rowville Secondary College (Vic)/Dandenong U18,2022,rookieElevation,7,2022-10-24
Riley,Collier-Dawkins,1857,Richmond,2022,26,MIDFIELDER,CD_I1008297,2000-02-03,2018,191,93,Waverley Blues (Vic)/Salesian College (Vic)/Oakleigh U18,2021,nationalDraft,20,2022-10-24
Rhyan,Mansell,2855,Richmond,2022,31,MEDIUM_DEFENDER,CD_I1008478,2000-06-04,2020,180,76,North Launceston (Tas)/Woodville-West Torrens (SANFL),2021,preseason,NA,2022-10-24
Thomson,Dow,2199,Richmond,2022,27,MIDFIELDER,CD_I1009226,2001-10-16,2019,183,79,Swan Hill (Vic)/Geelong Grammar (Vic)/Bendigo U18,2020,nationalDraft,21,2022-10-24
Noah,Cumberland,2220,Richmond,2022,38,MEDIUM_FORWARD,CD_I1009308,2001-03-15,2019,183,80,Maroochydore (Qld)/Brisbane (NEAFL),2022,nationalDraft,43,2022-10-24
Will,Martyn,2217,Richmond,2022,36,MEDIUM_DEFENDER,CD_I1009313,2001-03-29,2019,186,83,Aspley (NEAFL)/Brisbane (NEAFL),2021,nationalDraft,44,2022-10-24
Maurice,Rioli,2778,Richmond,2022,49,MEDIUM_FORWARD,CD_I1009551,2002-09-01,2020,179,75,St Mary&apos;s (NT)/Scotch College (Vic)/Oakleigh U18,2021,nationalDraft,51,2022-10-24
Hugo,Ralphsmith,2764,Richmond,2022,45,MEDIUM_DEFENDER,CD_I1011985,2001-11-09,2019,188,83,East Brighton (Vic)/Haileybury College (Vic)/Sandringham U18,2021,nationalDraft,46,2022-10-24
Samson,Ryan,2245,Richmond,2022,32,RUCK,CD_I1012386,2000-12-09,2020,206,104,Sherwood (Qld),2021,nationalDraft,40,2022-10-24
Sam,Banks,3427,Richmond,2022,41,MEDIUM_DEFENDER,CD_I1013197,2003-04-02,2021,187,71,Clarence (Tas)/Tasmania U18,NA,nationalDraft,29,2022-10-24
Judson,Clarke,5068,Richmond,2022,42,MEDIUM_FORWARD,CD_I1017043,2003-10-17,2021,180,72,East Ringwood (Vic)/Yarra Valley Grammar (Vic)/Dandenong U18,2022,nationalDraft,30,2022-10-24
Josh,Gibcus,5157,Richmond,2022,28,KEY_DEFENDER,CD_I1017059,2003-04-04,2021,196,87,"East Point (Vic)/St Patrick&apos;s College, Ballarat (Vic)/GWV U18",2022,nationalDraft,9,2022-10-24
Tom,Brown,2877,Richmond,2022,30,MEDIUM_DEFENDER,CD_I1017086,2003-07-30,2021,186,77,Mooroopna (Vic)/Geelong Grammar (Vic)/Murray U18,NA,nationalDraft,17,2022-10-24
Tyler,Sonsie,2717,Richmond,2022,40,MIDFIELDER_FORWARD,CD_I1017114,2003-01-27,2021,181,73,Lysterfield (Vic)/Rowville Secondary College (Vic)/Eastern U18,2022,nationalDraft,28,2022-10-24
Jacob,Bauer,5516,Richmond,2022,43,KEY_FORWARD,CD_I1021152,2002-06-04,2022,192,85,Inner West (NSW)/North Adelaide (SANFL),NA,other,10,2022-10-24
Mate,Colina,4072,Richmond,2022,39,RUCK,CD_I1021660,1999-05-20,2020,213,111,Doutta Stars (Vic)/Calder U18,NA,other,NA,2022-10-24
Jack,Riewoldt,537,Richmond,2022,8,KEY_FORWARD,CD_I250395,1988-10-31,2006,193,92,Clarence (Tas)/Tasmania U18,2007,nationalDraft,13,2022-10-24
Shane,Edwards,740,Richmond,2022,10,MIDFIELDER_FORWARD,CD_I260930,1988-10-25,2006,182,78,Golden Grove (SA)/North Adelaide (SANFL),2007,nationalDraft,26,2022-10-24
Robbie,Tarrant,522,Richmond,2022,6,KEY_DEFENDER,CD_I270325,1989-04-25,2007,196,96,South Mildura (Vic)/Bendigo U18/North Melbourne,2010,nationalDraft,15,2022-10-24
Trent,Cotchin,394,Richmond,2022,9,MIDFIELDER,CD_I270896,1990-04-07,2007,185,86,PEGS (Vic)/Northern U18,2008,nationalDraft,2,2022-10-24
Dylan,Grimes,422,Richmond,2022,2,KEY_DEFENDER,CD_I280819,1991-07-16,2009,194,91,Hurstbridge (Vic)/Northern U18,2010,preseason,2,2022-10-24
Kane,Lambert,916,Richmond,2022,23,MEDIUM_FORWARD,CD_I290032,1991-11-26,2015,178,77,Preston (Vic)/Northern U18/Northern Blues (VFL)/W&apos;town (VFL),2015,rookieElevation,NA,2022-10-24
Josh,Caddy,292,Richmond,2022,22,MIDFIELDER,CD_I290623,1992-09-28,2010,186,87,Eltham (Vic)/Northern U18/Gold Coast/Geelong,2011,nationalDraft,7,2022-10-24
Dion,Prestia,460,Richmond,2022,3,MIDFIELDER,CD_I290627,1992-10-12,2010,175,82,West Lalor (Vic)/Assumption Coll (Vic)/Calder U18/Gold Coast,2011,nationalDraft,9,2022-10-24
Dustin,Martin,564,Richmond,2022,4,MIDFIELDER_FORWARD,CD_I290847,1991-06-26,2009,187,92,Castlemaine (Vic)/Bendigo U18,2010,nationalDraft,3,2022-10-24
Tom J.,Lynch,472,Richmond,2022,19,KEY_FORWARD,CD_I293813,1992-10-31,2010,199,99,Sorrento (Vic)/Dandenong U18/Gold Coast,2011,nationalDraft,11,2022-10-24
Kamdyn,McIntosh,445,Richmond,2022,33,MIDFIELDER,CD_I294592,1994-04-03,2012,191,92,Pinjarra (WA)/Peel Thunder (WAFL),2015,nationalDraft,31,2022-10-24
Nick,Vlastuin,444,Richmond,2022,1,MEDIUM_DEFENDER,CD_I294674,1994-04-19,2012,187,87,Eltham (Vic)/Northern U18,2013,nationalDraft,9,2022-10-24
Nathan,Broad,1032,Richmond,2022,35,MEDIUM_DEFENDER,CD_I295203,1993-04-15,2015,192,87,Upper Swan (WA)/Swan Districts (WAFL),2016,nationalDraft,67,2022-10-24
Toby,Nankervis,790,Richmond,2022,25,RUCK,CD_I298174,1994-08-12,2013,199,102,Georgetown (Tas)/North Launceston (Tas)/Sydney,2015,nationalDraft,35,2022-10-24
Jack,Graham,1325,Richmond,2022,34,MIDFIELDER_FORWARD,CD_I990827,1998-02-25,2016,181,83,Tea Tree Gully (SA)/North Adelaide (SANFL),2017,nationalDraft,53,2022-10-24
